t+1,t+2,t+3,t+4,t+5,t+6,t+7,t+8,t+9,t+10,t+11,t+12,t+13,t+14,t+15,t+16,t+17,t+18,t+19,t+20,t+21,t+22,t+23,t+24,t+25,t+26,t+27,t+28,t+29,t+30
4.573909726089044059e-02,-9.977721891158372047e-01,-2.351171150014026157e-01,-2.157445250007567150e+00,-3.528028837096335302e-01,-5.702970381568428504e-01,-1.478621878016558588e-01,1.657806956300730272e+00,-1.093070449812764799e+00,2.694189868611873706e-01,-1.386979294826327980e+00,1.696690189816905558e+00,1.530472227739608782e-01,2.952512960688253307e-01,8.285407766032722165e-02,-4.080995200724924388e+00,1.887730623441857380e+00,-8.216162147834574769e-01,-2.286178605954318321e+00,-2.715321077913313452e+00,3.248513207597663044e-01,-5.544204165661671402e-01,-1.160971750638304378e+00,1.985695990292480895e+00,-1.198983239153300850e+00,1.273256402946243426e+00,1.037742562299810434e+00,5.323213307735865651e-01,-1.384387047496684620e+00,2.791244006451495951e-01
-3.968926467020401638e-01,2.805477307126573172e-01,2.430313407129841563e-01,-6.465635296908538443e-01,-5.953471113629446032e-01,-3.006339359773413378e-01,-2.099690790333900645e-02,1.363702299184156086e+00,-1.085383395484155633e+00,-8.765211423607875973e-01,-1.793208177519465485e+00,-6.014770187762766840e-01,7.721905614265931472e-01,1.208863878728127395e+00,4.521033414722419597e-01,1.129642280027597367e+00,1.089107030776164109e+00,-4.088288772641936464e-01,-1.284472063729695801e-01,-2.145148887027030771e-01,-4.837759299149131942e-01,9.240171201740806639e-01,-2.160251177005929890e-02,1.122043245859648319e+00,1.224794378558434482e-01,-2.334242008592886108e-01,-7.266153645617237089e-01,-2.528103277095459026e-02,8.177842900058132081e-01,-1.054944755302556075e-01
-7.819362141972744373e-01,1.350623027381387065e+00,-4.516496134612646984e-01,-2.648268224602026710e-01,-7.048915363037603354e-01,-1.570748405474977627e-01,2.274583082792807354e-01,-8.738000211287975105e-01,-3.555287692263683907e-01,2.166450018999316676e-02,5.374709866006768255e-01,3.941714851358653071e-01,-6.766289058942427381e-01,-8.610092863208852476e-01,1.240966677472127647e-02,4.640757508216762361e-01,-8.833855238210891470e-01,1.148008550210461026e-01,4.865931004806650084e-01,-2.595416822856821959e-01,6.789506504000950571e-01,7.027933347447470336e-01,1.685657943566186770e-02,1.168148000688152832e-01,-2.887682763829702015e-01,5.949215906242698582e-01,1.765746901291853077e-01,2.533989007461340259e-01,-5.610723361025896777e-02,1.505855466231046103e-01
7.643115659763279890e-01,-1.347083889016120750e+00,5.678515797934933218e-01,1.800024548253557954e+00,5.709697446054027292e-01,-8.457957340595665396e-01,7.416728759402452242e-01,-3.093903935704792607e-01,-9.085196866529365867e-01,-1.906058360984016931e+00,-9.361615903137665562e-01,9.445112092543089810e-02,6.491533247671602558e-01,-2.549997062269582671e+00,1.506403346931461940e+00,-2.802544173735609156e+00,-7.674278356317447702e-01,-4.335206000423833750e+00,4.379316489542710578e-01,-7.366172061871512078e-01,1.233085722853361627e-01,-1.257417787083812577e+00,-3.398633138508174945e+00,2.099331685204330444e+00,2.425108711768713121e+00,-3.293913445174854626e+00,4.645135885897229144e-01,-1.024011785115595874e+00,4.830676119399756274e+00,-8.671056055267665208e-01
-1.066986705477720454e+00,-3.444507007030388923e+00,-1.269779676711134009e+00,5.931426067005631797e-01,-1.711411828190493867e-01,2.154263650097587135e+00,-4.377893038880253940e+00,2.210222794781821598e+00,-2.376987617974887779e-01,1.869368754536074317e-01,-2.195201730181598254e+00,3.905259306642511419e+00,-1.186698054510370692e+00,-4.299592495528011149e+00,-5.311019178997289814e+00,-3.212758380617767973e+00,-1.459942886407450180e+00,7.003032265201526663e+00,-2.932890001854236317e+00,3.471049065000477274e+00,4.609305058018248857e+00,-4.977136305520760660e-03,4.138992495865577048e+00,-3.627232560659249816e-01,1.717395652210669033e+00,-3.984542494280773450e+00,2.254729790010753909e+00,7.807493607563813498e-01,1.925890293257652430e-01,-2.142620463381423868e+00
1.887782268423014720e-01,-1.181490262364158217e-01,4.090006535496587547e-02,1.678203615757927480e-01,-4.379270767307635176e-02,3.880623916915120764e-01,1.098505773506459837e+00,1.369039203446952568e-01,-2.099569272641367002e-01,2.642395542544420661e-01,1.726042887078116719e-02,4.337864830120615744e-01,1.773102659170021078e-01,-8.680143212430413424e-02,5.201791937801188981e-01,-2.475677245437059026e-01,3.835183657858242667e-01,1.157297639949677187e-01,-4.512573043893103875e-01,3.653886543857753910e-01,4.882222178723682471e-01,-7.720721227976851120e-02,-2.896270684849992505e-01,-1.177488933156072143e-01,1.116785316441719529e-02,-4.318688391829068607e-01,-2.564708327766445084e-01,6.140530524454713701e-01,5.464487452202104745e-01,-2.704596363139745718e-01
6.243119272328805369e-01,2.404373591702413382e+00,-3.248623487256438458e-01,-3.851443624222365969e+00,1.133082331827577116e+00,-6.209745563265564039e-01,-9.740054384024596223e-02,1.616727149302966904e+00,-3.406948411288708845e-01,-1.045522292524110997e+00,1.734413439104841803e+00,-1.404037220819475795e+00,-4.917086128988962801e-01,1.288791425320717332e+00,2.080660459660799676e-03,-2.858567636263898315e+00,-6.702368763327622159e-02,2.266311766225352020e+00,-1.537702135413888671e-01,-6.397007561766536732e-01,4.018121174649923466e-01,-8.102877906907755834e-02,1.036045166752358249e+00,1.374441711641637198e+00,1.418074817941255228e+00,-4.369755271169550870e-01,-8.004601134495499537e-02,-1.262425884100423223e+00,7.757795566784070340e-01,2.458398121280920556e-01
8.178291933895328603e-01,-1.008082041750015811e+00,5.072423740912194168e-01,-3.096601711941532886e-01,-2.556421449988466321e-01,-4.273380937209451669e-01,9.290265273689960468e-01,4.482799731877638028e-01,-6.103726530375218617e-01,1.332104729006840849e+00,-1.407326840328638529e+00,1.264839936623205929e+00,3.007361193277120481e-01,1.196613336525171600e-01,-7.477176918747284740e-01,-1.303432082898879463e+00,-1.113940223319818540e-01,-9.938305772393490889e-01,-9.108124391328101810e-01,6.006330151763309422e-01,-3.122224928602433947e-01,-1.438455235520474385e-01,-2.419289148510350707e+00,2.711197471847404672e-01,-1.463385677671158236e+00,-3.086701230474050983e-01,-1.357932880022732380e+00,-2.383500079721682763e+00,-1.546141422795377363e+00,-2.104791673141154507e-01
-1.176526783008706500e+00,3.905341026171120777e-01,5.912792401341465442e+00,5.407809929165542651e-02,2.866113776313774508e+00,3.260348810376126227e+00,-3.785520561484748137e-01,-9.952019170495792766e-01,1.752544282022517663e+00,3.585883823320709651e-01,-6.277980840451713451e-01,5.548020252168200939e-01,1.102929173677765329e+00,-2.829720844991109541e+00,3.337005675491413914e+00,-2.434829530705162615e+00,2.469263668177020254e-01,-2.520499707914892085e+00,2.345360302282527343e+00,2.097502509675361060e-01,-4.219400726179068500e-02,1.676430545368136515e+00,-6.410122446597772417e-01,-2.031545214198545946e+00,3.377252518900345502e-01,2.910546925129162688e+00,-2.158629889409360736e+00,-8.521411658040413117e-01,4.248852614224294832e+00,6.365779951832720718e-01
-3.188862114456042507e-02,-5.823045245527106450e-01,-2.547823702630889198e-01,3.181506520340077748e-01,3.182957245044867878e-01,1.242553547712456768e-01,-4.667074033882082640e-01,-1.662906496319830896e-01,1.076648274441470987e-01,-5.664923399132083537e-01,4.813986008234142910e-01,1.114547266282930882e-01,3.549466226267084523e-01,-5.643666156777685239e-02,-1.055447610668979463e-01,-3.129897213648333842e-01,-2.677445597682545086e-01,5.613028144659904656e-02,-5.635479775631041521e-02,5.285631438597730991e-01,7.388106099295363438e-02,-6.430698201339358766e-01,3.115782318982232013e-01,-3.876587361786788116e-02,-7.293595925747260456e-01,-8.029526057241950232e-01,1.144756330336544892e-01,8.884042108138516802e-01,-1.683590936307157726e-01,1.757679784937161288e-02
2.723091508712787157e-01,6.880798537209539267e-01,-1.137929811406898362e-01,9.952686660321604650e-01,-3.955974758941674940e-01,4.872477429813795724e-01,6.860928492145775826e-01,-3.224372682369835430e-01,1.353599049892459383e-01,-2.706631606029162862e-01,8.713472376776528749e-01,-6.254949692459778054e-01,5.422162709168985156e-02,-1.407679516506872064e+00,2.481630280267070887e+00,1.260925969643473255e-01,-1.306594496005356376e+00,-2.821325462125983535e-02,-9.041253486185742982e-01,-5.865830309142150423e-01,-6.835274710975882684e-01,-9.327052208385359089e-01,1.062377011215487999e+00,3.129140777871045609e-01,-3.672977733939795097e-01,-4.895610817733999642e-01,9.304920780669002911e-02,4.914473706535780195e-01,-2.579337671656169562e+00,-1.983868897650256979e+00
1.652573997089401003e-01,-8.535718209593441408e-01,9.325852098591211892e-01,-1.348717996861570623e-01,8.490812458609674207e-02,-1.067790797635523203e+00,6.484496994639132872e-01,-1.193779806462153648e+00,6.425308498647757105e-01,4.791447665945497425e-01,-4.221840904840252207e-01,7.877740603983452994e-01,-4.740975832236573595e-01,3.638109317157566247e-01,5.578400309378983568e-01,3.970669494127351817e-01,9.665495575905322934e-01,2.403079564457403228e-01,5.465343236849389275e-01,7.526918368903578321e-03,-6.824728966693277554e-01,-1.354002226001157272e+00,-2.106938132302583200e-01,-2.445941139517856383e-02,-7.410096980611748929e-01,1.321666776666586607e+00,-1.777934345010889483e-01,1.815410549891094405e-01,5.669132058888719759e-03,-5.431669973382817762e-01
4.991900182298030231e-01,4.919419331868674639e-01,1.569130634524153356e+00,1.277063793145282455e-01,-8.049080468441370817e-01,3.153382947491548682e-01,7.091549747257308925e-03,-1.761034962637860302e+00,-6.793823051553787851e-01,-1.657786004005258329e+00,7.454434620396306610e-02,-1.718187486892659210e+00,6.707563784068431012e-01,-1.596812914010365125e-01,-1.052627898519551825e-01,8.252939342812379842e-01,-1.349714179024927574e-01,1.598678323681696489e-01,1.176716867412618495e+00,6.389779440699036028e-01,-6.737243001460188063e-01,6.132171586869968882e-01,3.354399733818543283e-01,-3.034868194593046686e-01,1.697218310780866268e+00,-1.773936216806616117e-01,-6.186427367117753873e-01,1.346218803456179280e+00,5.245426235171993801e-01,2.346536818569754448e-02
-1.793679246173607078e+00,1.935602275664682681e+00,1.227755697026665427e+00,-1.573702857552344014e-01,-5.671841736117119170e-01,4.355756803711899328e-01,7.925475759448339375e-01,9.613041963504766196e-02,-4.658159461588977091e-01,-4.730092419272681203e-01,8.096206285420465276e-01,5.658852403721975621e-01,-8.175226817771698018e-01,2.735793091842412261e-01,1.697173062121026255e-01,1.046700203861532924e-01,1.168682270557112185e-01,-4.847482906545463321e-01,-4.710674385724080149e-01,-9.649976023923202417e-01,-1.074924122969668439e+00,6.780541311182431974e-01,7.898041221281026925e-01,-3.134281546684732356e-01,1.540193750761364166e-01,9.005595091439267952e-01,6.943123719169770336e-01,-7.920609027703226501e-02,1.934102877970392265e-01,-9.633472867766569581e-02
6.100707654879745645e-01,-1.857614399056222831e+00,5.835976599821616206e-01,1.545102559949369514e+00,7.412903634287973942e-01,-8.855421368643802138e-01,7.514328374255709563e-03,-1.301863203932418278e+00,-9.175718900647618359e-02,5.065009322778105672e-01,9.107981952747299381e-01,-5.571898357347575548e-01,-1.525796140328320671e+00,9.939085222910806205e-01,-2.035625871590786840e-01,2.288841842614489364e-01,2.819184452105146788e-01,-1.118621904434697223e+00,-6.127893364743194349e-01,6.867817647886750310e-01,-1.014768212027236521e-01,-2.269793063476280293e-02,1.116160545271011939e+00,-1.731867135858375650e-01,-1.402638831648083395e-01,5.643148130131941942e-01,4.580668860176416723e-01,7.880779622115039462e-01,-1.465405377081595573e+00,-3.257701831837646611e-01
-6.426241808496195862e-01,2.854812368962321711e-01,1.122794335349665440e+00,3.003146820000036216e-02,2.033689679803568073e-01,1.104403362484923656e+00,-3.691567675246191227e-01,-5.994517213312640092e-01,3.237166439510797550e-02,1.878712344571492610e-02,-7.941782225097048231e-01,9.167587295222302812e-02,-8.192449111588541166e-01,8.228353251386861800e-01,-2.325635319411979360e-02,-2.057683765539699561e-01,1.544146618260562043e-01,-6.690703709897787010e-02,1.235885115193829042e+00,-3.469407290989590109e-01,3.307270535819634705e-01,1.010148420593546925e+00,-4.879582572781320793e-01,-4.226289853488501835e-01,-1.113037567178203568e+00,-4.917213573605885846e-01,-3.484627096374636746e-01,-3.761331990067623976e-01,-8.341584325883693030e-01,4.098299620387886311e-01
-1.058979848535616775e+00,7.296506798152277984e-01,-9.588115359725589704e-01,1.018759269734172079e+00,-1.094408737397577935e+00,-6.992971344957432667e-01,-8.421858355084348435e-01,-1.770100324543138814e+00,1.860374457758596334e+00,-8.696611083103156226e-01,-1.686182570369664013e+00,3.666813732103673534e-02,-2.831177286837593510e+00,-1.294273102798365827e+00,-2.383691603968423944e+00,-1.213152102877204541e+00,-1.730671223102328682e+00,3.373447689504355917e+00,1.335823253250153941e+00,2.309484999939978689e+00,-4.838618359242178313e-01,-3.093746416540417710e-01,2.436539898371138602e+00,-1.509288536731520358e-01,-1.015849034686762825e-01,1.162692361516482142e+00,-1.393529114386354406e+00,5.661543629067191663e-01,-1.856754326552668699e+00,-4.154965235413148328e-01
-1.971464248567351030e+00,3.310294951283954568e+00,-1.678863080609115821e+00,-4.980877221811607636e-01,9.077607255356854310e-01,-2.063287499524984359e+00,-1.972948799693829525e+00,2.005774472813828702e+00,1.627437618730623425e+00,-7.406598804537881664e-01,2.146233448160233870e+00,4.950778151826715767e-01,-1.134595002791454865e+00,1.565212248535796213e+00,1.697752387100757820e+00,-6.486246188250117672e-01,-2.148997934940807486e+00,1.205076867891607728e+00,-4.014947921307822298e+00,1.248221515897765643e+00,7.128757523359209314e-01,1.263232943378786333e+00,1.738226057971864469e+00,-1.834447588056179468e+00,5.913815483982087784e-01,3.140718287568695644e-01,1.690938149737395202e+00,-8.438918067684275659e-01,1.154294952332423962e+00,-2.328430772275421612e-01
-1.340990178121613530e-01,-6.915651172298551419e-01,1.181209436199908425e-01,6.617525948818910875e-01,-1.764144122817078442e-01,6.571397548384205756e-01,-9.212037610361247797e-01,7.030620999579129116e-01,-8.662032975044259286e-02,-2.166937925087199929e-02,7.076670789315544496e-01,-5.800763979720373331e-02,-2.325622226418364580e-01,2.333592173686762083e-01,6.812451894867480595e-01,7.023264348397570966e-01,-4.153814660647280332e-01,-5.754686692473185428e-01,-7.740448316066728118e-01,1.287757825790569466e-01,-9.699650271710763549e-02,-1.490126732371850615e-01,3.761718387093493376e-01,-8.523624072768777316e-01,-1.173564353597546656e-01,-1.162048854043528090e-01,8.498556087474389287e-01,6.543007175589968805e-01,-1.409470815972120317e-01,-5.165374446321616686e-01
-7.657086761015190202e-02,2.378232926209904452e-01,-7.674305155419136604e-01,-4.037433308437005097e-01,-3.041193378127355906e-01,1.076014895404584282e+00,-8.642678068268526415e-02,7.174431530136379243e-01,-3.734402168315462678e-01,9.412528851405635444e-02,-1.027221007319690349e+00,2.880720549404520714e-01,6.514481020680503720e-01,-1.060527454836168726e-01,4.362755240234207910e-01,-3.767017270607148083e-01,1.685372644796117800e-02,2.965495338850024920e-01,-3.852367942971179349e-01,-3.986529308081235845e-01,-8.553490657845952416e-02,1.889383663632858978e-01,1.311394716712069655e-02,-3.944507423328748041e-01,5.939105498478649547e-01,-4.669513645439214433e-01,6.756969416871961842e-01,4.240306691853792248e-02,5.131829607395050896e-01,8.825086466564042720e-01
1.513805854353688307e+00,5.355462155637794597e-01,-1.741460172075920132e-01,1.126772989540044234e+00,8.397952855267690753e-01,-2.145133861798540931e+00,1.605516787298462589e+00,9.979065313882352628e-01,-1.463232982345087363e+00,7.435053389602122031e-01,-6.036790711853211588e-01,8.137366727937533906e-01,5.911159395236863512e-01,5.486525842360343574e-01,1.009338730401168949e+00,-8.943203315066662329e-01,-4.069080367622106564e-01,-1.228631594400775989e-01,8.084541529758425549e-01,-1.010326112038307661e-01,-3.148275930525093802e+00,-1.137613135355267646e-01,-2.689128946100324935e+00,-2.894736894975201036e+00,1.046809949026105580e+00,3.807990001793102319e+00,6.526447117352651706e-01,1.091374115671975176e+00,-1.197977379536555809e+00,8.888109020703792718e-01
-1.500979457521154581e+00,-2.988702573183772970e-01,-5.244855817647856577e-01,2.220127159275894768e-01,2.099859806168290710e+00,-1.180591194324491555e+00,-1.181873144242197471e+00,8.708282790197155454e-03,-3.021708942360124550e-01,-4.964725403223360645e-01,6.267442732557766405e-01,2.395883874501424593e+00,1.174264094518879142e+00,1.363836294692603479e+00,-3.949671312456513594e-01,8.114210637923403857e-02,4.238910338203413231e-01,7.351617066402108547e-01,-1.176968313097430441e+00,-6.737712311939092480e-02,1.862332578788707504e+00,-2.789738967412784376e+00,1.090025584874960707e+00,-2.545181085035305824e+00,-4.995335932708672710e-01,7.484810983941174722e-01,-2.738657735664508763e+00,-1.660373487050156971e+00,-3.523213705657125328e+00,1.899356550183226355e+00
-3.052753915060602563e-01,-4.233230225290482984e-01,1.081836255827131499e+00,-3.847489315392508824e-01,1.169816872923849616e+00,-3.858838437190205140e-01,8.656229495567808740e-01,-8.337698335686363760e-02,6.039891560112429225e-01,3.508550846646575905e-01,-7.334980913614469467e-02,1.555607105214167896e-01,1.429695545791420108e-01,-3.915276749812647838e-01,2.344794198192962920e-01,-5.671480841547701379e-01,9.858337742913637625e-01,4.168592473048194913e-01,-6.857916378689931092e-01,-8.087457973131886302e-01,-4.815035149755439448e-01,2.545693366240320277e-01,5.513330899405750607e-01,-3.761956409136988921e-01,3.002426408037258548e-02,-7.638582725718098820e-02,1.994858525875009281e-01,7.990278965011456958e-01,2.644590686740585506e-01,3.118082575210578411e-01
-9.105891132853979331e-01,4.654796366520692064e-01,9.953225620033360199e-01,-8.925179430341507736e-01,-3.255807014895843732e-02,-2.411724911352582379e-01,-3.920422772872619865e-01,4.694552833877029263e-01,-2.473346914661261053e-01,-1.041075785571793366e+00,2.929265931043819604e-01,-9.316323039140079754e-01,9.919745204524901272e-01,-9.024714867229778337e-01,3.060613986012074017e-01,-5.057622404855351972e-01,-1.599102897249730648e-01,-1.735163127598384758e-01,4.122388737360963007e-01,-5.623696852164179472e-01,-3.229611906750127770e-01,-2.274852233616278419e+00,-8.343878924523905338e-01,-7.662508786391022397e-01,8.138869264238923762e-01,-1.377044212740887064e+00,-1.692991805234044467e+00,-1.553806561414160514e+00,1.299022488595928726e+00,-2.372792826186229220e+00
1.338402172627747300e-01,1.993824824969286924e-01,-7.976706991734212882e-02,3.996408542461110658e-01,-9.060156707645651564e-02,4.608403548282651307e-01,-4.873798731101138815e-01,-2.993688694936998407e-01,8.707820417798677048e-02,8.777967066470879209e-02,-5.600104216981442035e-02,-3.237172528872321875e-01,6.767920125357874683e-01,7.685696454669891375e-01,7.325770226125999374e-01,8.802876831491246445e-02,7.646408376057526324e-01,-2.416979768542193707e-01,-6.386320080012773959e-01,-3.272163222644881020e-01,4.261631212151343884e-01,-2.948760000954592786e-01,-5.586003617870135551e-01,4.393463437556788254e-01,1.404160319514399791e-01,-2.500067703420243981e-01,3.129713952447862879e-02,-2.117066257250527495e-01,-2.967931780535446595e-01,2.356432154753312358e-01
3.368921571488476818e-01,-8.266078154641391951e-01,1.084635630436054932e+00,-5.369073255623675600e-02,1.040793681849172536e-01,9.424519216153201540e-02,-2.964433306693783909e-01,-2.876943470479338960e-01,-5.963262314315594947e-01,-2.251012782895372988e-01,2.859763354115554268e-01,6.073129592634496365e-01,6.039041135285483364e-01,3.378474260169588850e-01,2.156846887108230804e-01,9.922768738731068128e-01,-4.401205505841133125e-01,-4.682802724431432417e-01,-9.713434510117101572e-01,2.227663513322670208e-01,4.428621774598804350e-01,-4.218180214109647631e-04,-2.780591766871777781e-01,9.401192710938631736e-01,7.485149248158056157e-01,4.320025859197118012e-01,4.435301794473110737e-02,-3.036157231384310484e-01,-1.412903792943777770e+00,-2.042992200225732524e-01
4.128061213885235170e-01,1.047265891076182509e+00,-3.774686280207286138e-01,3.058534971256563484e-01,7.844316168820745228e-01,-3.893064165493427264e-01,-3.952628146676252507e-01,1.813944787912578349e-01,-2.799465778656082260e-01,4.612502322002158262e-01,2.321845978532366683e-01,-1.496373751859565726e-01,6.664246311633156283e-01,3.420193551335407207e-03,2.366901223828306033e-01,8.930169913037628859e-01,5.408544625193121291e-01,-1.116112216069801433e-01,-5.353823347259636378e-01,-9.492433633660265491e-01,-5.726084309007803963e-01,-4.317291860863250452e-01,2.223965981709013773e-01,3.183585631779355454e-03,7.398498223826491804e-01,-6.264025654898613960e-01,-5.295534705549433951e-01,-5.934328813060449903e-01,8.325607191417968567e-01,-1.132357337353943061e+00
2.803167224560940141e-01,8.100056423029853292e-01,-5.459500542719541993e-01,2.841399418566739055e-01,1.621911358239692680e-01,8.203017976185225102e-01,-4.076093692534242252e-01,2.293215456010211928e-01,-3.527333549291391535e-01,3.810843820400471316e-01,-1.447649114006743787e-01,-1.404791692817137783e-01,-2.223871992659356700e-01,4.896144312051364800e-01,1.426825333568936330e-02,-5.309516690204223455e-01,4.421572419783286190e-01,-2.082260179511829790e-01,-6.158894565577580638e-01,-7.702559150562554580e-01,1.006708607007804623e+00,2.153170407587024719e-03,-1.726076892170567978e-01,-7.766220147289648601e-02,3.961176359005549874e-01,-8.685913477244310288e-01,6.796497496328345322e-01,1.058651337701903700e-01,-1.874857613903928022e-01,4.080898368125316922e-01
-2.708631703529154611e-02,5.962248607162087266e-01,-1.101919394083511028e+00,-3.310959388857345198e-01,3.037263630942237391e-01,-1.185497398044277062e-01,1.652181539133548427e-01,-1.667708818057481501e+00,-8.570903047969350430e-01,-7.318932392020083277e-01,1.075383282399778595e-01,-7.956167982883958212e-01,-2.412311615287360045e+00,4.000415305931483978e-01,-1.030625565198321159e+00,-1.352876770792082184e-01,-9.699542451336869986e-01,1.816680011292889141e+00,-7.494494498259024473e-01,5.755484009058293715e-01,8.001311261873624847e-01,-9.086002030651236794e-01,2.103686479675310750e+00,-8.310165059062951665e-01,8.715837844152319880e-01,-3.484395163692665526e-02,6.025215180956086103e-01,1.177975901255225721e-01,-1.069843966146292846e+00,-9.082016706462214817e-01
7.355157525503085436e-01,-6.510520219024851230e-01,-8.809418030683648926e-01,-6.770302968839918556e-01,-1.298738785996781386e+00,-9.885219134089012760e-01,1.192025705368833233e+00,-1.282657615661420003e-01,-1.453275883174245664e-01,5.354644485268468257e-01,1.092668452730017448e+00,-5.278380898325797377e-01,-8.629987204779576704e-02,1.334656479916153327e+00,-6.331479617818158712e-02,2.357553994926813445e-01,-1.145519745925508648e+00,6.453006859082812685e-01,5.157528159308478743e-01,-2.120598825504895202e-01,1.351099735892119236e-01,4.126154606683927195e-01,2.049504276362222321e-01,-5.243275861719363107e-01,1.198329000126941990e-01,8.675050802452124454e-01,1.273083382124904073e-01,-6.398277243651024904e-01,4.078774390432527430e-01,4.450765574557021265e-01
1.655073311089741150e-01,-1.309705651228811052e-01,-6.561008535536637654e-01,-3.760109653262787011e-01,-3.139343329889822398e-02,-1.858804803108033699e-01,3.670367395861188209e-01,-5.274601629451988183e-01,4.554878595781651218e-01,5.738686927654923497e-01,2.124820322866426414e-01,-8.987532602474613830e-01,-7.755523108534854160e-01,3.779920336960985172e-01,1.077363651751627946e-02,-2.508015721445749358e-01,3.504924332652396557e-01,2.887222011474387395e-01,-6.870665604667004489e-01,-2.464267379008866776e-01,3.747950990146526468e-02,-4.513928482902998529e-01,2.201167241482285541e-01,2.949844663463371264e-01,-2.559058779362506919e-01,-5.443443712058394501e-01,5.740477703183373137e-01,4.995715183307425367e-01,3.684271485805638152e-02,-1.096777658879809048e+00
-4.193952001446946132e-02,7.595535343552598517e-01,3.177718318432372069e-01,-3.318821947525240623e-01,4.234082331150155754e-01,-1.679113550834337720e-01,-4.951727122916015078e-02,-1.098840418356781812e-01,-4.101043982406481908e-02,7.229833610826827961e-01,6.472687523827970191e-01,4.419334099256621573e-01,1.025887872605587836e-01,-1.989182147104771703e+00,2.254807430120550349e-01,-8.304287122759060891e-01,4.661085222383822280e-01,1.035371973317918748e+00,-3.613993506656852372e-01,-1.647144378492164218e+00,1.976015321012412063e+00,-6.795908617200822066e-01,6.061021162955597674e-01,2.867703630178349283e-01,-1.836010749880947035e+00,-1.550112335023045906e+00,1.707568957603172066e+00,1.258628857708534499e+00,-5.414536414369346407e-01,-1.343158076564393844e-01
-2.244145513087444921e-01,1.785940322182669460e-01,-1.991548049087021877e-01,5.069604475414460909e-01,1.121866100954326678e-01,-3.589915109324451903e-01,3.814949740547095569e-01,6.073422567714759773e-02,1.641805373611078256e-01,-1.323456270305681248e-01,5.412135006410427607e-02,1.718306387061651896e-01,4.910365748024987653e-02,4.907865643594748195e-01,5.506135638369922258e-01,2.150859670023005377e-01,4.844929739883794273e-01,3.796224360903677209e-02,1.892584667445768587e-01,4.082853511477462227e-01,-4.256612143746753563e-01,3.486637816730684958e-01,-2.873033779310641411e-01,6.407727096868274241e-01,2.331714598845617825e-01,-3.366505543150916796e-02,-7.701902870338959151e-01,3.060935277464550963e-01,4.887005222839660434e-01,-2.094200519269575622e-01
-6.215679479915207084e-01,-8.270515490345576870e-01,9.151668061714702818e-01,-1.207373740124479067e+00,-1.228745606846920690e+00,-1.149210637317301886e+00,2.455927440497372771e+00,5.077875273731426997e-01,3.013473770604693236e-01,3.112937445453995422e-01,-3.568307589167820648e-01,-5.489398244531455695e-02,3.282466971029145142e-02,-2.253903911807649152e+00,-1.658431326373940973e+00,2.205091898325914013e+00,4.613302126303691075e-01,-2.663458550975214556e-01,-3.175859757420360641e-01,8.836231319653305993e-01,1.136653044136682889e+00,4.434938620634810147e-01,6.397381452544951275e-01,1.193838661754972053e-01,-2.039604198236589505e-01,1.403499918049976314e+00,-9.251877750468414652e-01,-6.467455253681050342e-01,1.072638089484591717e+00,1.911133219028444408e-01
1.466819048915089851e+00,-9.117421297471978159e-01,1.422527518463741147e+00,2.833900434378430755e-01,-3.168241963881228695e-01,1.974014631232629824e-01,3.487940253072793206e-01,-2.878439753657001665e-01,-2.120379114693057065e+00,6.809688014179905435e-01,-1.085887933238629532e+00,2.281513777141400690e-01,8.778156475221026156e-01,-4.700309386493981001e-01,-3.071778895117757702e-01,-6.190004749425502828e-01,1.047008977021319343e+00,-6.367058076789564591e-01,-7.740514597833002275e-02,-7.548922282719162657e-01,1.194012412107412935e+00,5.124833003489930039e-02,-8.659428222812398657e-01,-2.122254563337609978e-01,-4.925028489426333533e-01,5.389990118254514018e-01,1.484783928108204532e-01,-5.199807123243440632e-01,-4.095052568140563620e-01,1.862758982273366559e+00
1.064203042451049575e+00,-1.457193911841247191e-01,8.146620755518706458e-01,-5.270048759842742570e-01,-5.596653580881533196e-01,-6.918999273402955952e-01,5.697910010059810126e-01,2.503070288306599167e-01,1.270192354588202677e-01,-8.576818503015607442e-01,-4.526409717863176807e-01,8.070257013022341663e-01,-5.684562330375315942e-02,-2.675540396088837286e-02,2.159280989961126496e-01,3.546997135698093939e-01,-1.834519606040929118e-01,1.576179584509992126e-01,8.495445605071630935e-01,4.674620257575990423e-01,6.940210195185272934e-03,-6.684909120145386963e-01,2.478259428205093970e-02,8.309699244655096573e-01,-8.669756596603521714e-01,4.781081475644211598e-01,-1.479678459534291779e+00,2.868437032261251241e-01,9.212855175156521303e-01,-2.925567760584723564e-01
-1.055438198363454205e+00,8.339127040452513073e-01,2.322128697009954834e+00,8.138178442950928515e-01,-1.066147375344349973e-01,-1.267024371736100052e+00,-1.132048254381124330e+00,2.478576207130214759e-01,1.957664052640186170e-01,2.376244135096748644e-01,2.349697391614848918e-01,2.549045933861673885e-01,1.366601128237126872e+00,-5.060442265888678293e-01,4.769769872588880411e-01,-2.542840928940940623e-05,-8.938078731288041645e-01,-1.643174061800088737e+00,1.770872723649983715e+00,3.921722125962711081e-01,7.787354380411968258e-01,5.506722240929124990e-01,-5.021091060503445336e-01,-6.632485312956027945e-01,5.072372524851187503e-01,7.237146015059056636e-02,6.002694406967437057e-01,-1.493064062800915359e-01,-1.176559418359208298e+00,-8.372795481446188015e-02
